ts_ssl,uid,id.orig_h_ssl,id.orig_p_ssl,id.resp_h_ssl,id.resp_p_ssl,version,cipher,curve,server_name,resumed,next_protocol,established,ssl_history,cert_chain_fps,client_cert_chain_fps,sni_matches_cert,ja3,ja3s,ts_conn,id.orig_h_conn,id.orig_p_conn,id.resp_h_conn,id.resp_p_conn,proto,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,service
1743001097.916672,CY6zeAf0RbnsguLa7,10.3.26.44,49824,23.221.22.204,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,cdn-dynmedia-1.microsoft.com,False,,True,CsiI,nan,nan,,c03718f9dac8f78ec035d8574c0da9d9,15af977ce25de452b96affa2addb1036,1743001097.887062,10.3.26.44,49824,23.221.22.204,443,tcp,11.738597869873047,2899.0,6402.0,SF,True,False,0,ShADadFfR,18,3631,23,7334,ssl
1743001098.091773,CghbWo1ltvQfhKRzS3,10.3.26.44,49825,23.220.161.15,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,s7mbrstream.scene7.com,False,,True,CsiI,nan,nan,,493f377aa818f109f91f5baedcc6088e,15af977ce25de452b96affa2addb1036,1743001098.059488,10.3.26.44,49825,23.220.161.15,443,tcp,11.566236972808838,3873.0,220476.0,SF,True,False,0,ShADadFfR,82,7165,182,227768,ssl
1743001099.214438,C3C7G11zxvGsEy09V3,10.3.26.44,49826,23.55.178.197,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,prod-streaming-video-msn-com.akamaized.net,False,,True,CsiI,nan,nan,,776c3bacfd928c53a00a21c2a8fd6166,15af977ce25de452b96affa2addb1036,1743001099.184523,10.3.26.44,49826,23.55.178.197,443,tcp,0.148777961730957,2653.0,69949.0,RSTO,True,False,0,ShADadFRR,24,3625,57,72241,ssl
1743001099.357882,CVbdxX2sOqPVxdQVJ6,10.3.26.44,49827,23.55.178.197,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,prod-streaming-video-msn-com.akamaized.net,True,,True,CsiI,nan,nan,,f8a55f324bc674f854fc9f33c20a59c2,2253c82f03b621c5144709b393fde2c9,1743001099.32066,10.3.26.44,49827,23.55.178.197,443,tcp,33.02457594871521,3834.0,7545616.0,S1,True,False,0,ShADadtttW,1189,64370,6026,8506316,ssl
1743001099.925736,CHaCnc1LBIj7ejXsn,10.3.26.44,49828,23.212.73.168,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,ecn-us.dev.virtualearth.net,False,,True,CsiI,nan,nan,,6cb2ad8ee2c98f1e96a46d6afb4555b5,15af977ce25de452b96affa2addb1036,1743001099.879766,10.3.26.44,49828,23.212.73.168,443,tcp,9.736650943756104,2714.0,139321.0,SF,True,False,0,ShADadFfR,61,5166,111,143773,ssl
1743001118.227833,CxqmJM28jyZOXY2VX5,10.3.26.44,49830,20.189.173.11,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,secp384r1,v10.events.data.microsoft.com,False,h2,True,CsxknGIi,"['4545febc03cdbf1297668f8eb990ec6e6dbc00cf6a19a178655b40c202d2c09e', '83688f2aef71386e0936c4b3013b07e8e0c796d8427716dd48b2a63d79509129']",[],1.0,091f51a7a1c3a4504a224cc081ce9cee,2fe9b0e731d3d41b2b84e8e1d6186836,1743001118.134499,10.3.26.44,49830,20.189.173.11,443,tcp,0.5067589282989501,2446.0,4722.0,SF,True,False,0,ShADdaFfR,14,3018,12,5214,ssl
1743001118.227645,CL5Wy51yLnIPpbplxh,10.3.26.44,49829,40.69.42.241,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,secp384r1,fe3cr.delivery.mp.microsoft.com,False,h2,True,CsxknGIi,"['037e0442f5cfbb9196090bbae55bbbe2c6e19fc9395041bfea9a6263cb5b5df6', '21158ad4dce10197239a87ebeb4d8d47e9e9be716ad497a2e036774caf5072cf']",[],1.0,091f51a7a1c3a4504a224cc081ce9cee,87b9bed0515be16c82bdc44d88a4a0ec,1743001118.077798,10.3.26.44,49829,40.69.42.241,443,tcp,5.357630014419556,146509.0,6054.0,SF,True,False,0,ShADdaFf,121,151361,57,8346,ssl
1743001125.057508,CmROUa4JNDo0XIHXae,10.3.26.44,49831,52.168.117.169,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,secp384r1,v10.events.data.microsoft.com,False,h2,True,CsxknGIi,"['0a7515f4e96fefecd36d56f62387703d8711938edf316ff1e53af1b43d02d1b3', '83688f2aef71386e0936c4b3013b07e8e0c796d8427716dd48b2a63d79509129']",[],1.0,091f51a7a1c3a4504a224cc081ce9cee,2fe9b0e731d3d41b2b84e8e1d6186836,1743001124.976573,10.3.26.44,49831,52.168.117.169,443,tcp,0.72848105430603,2589.0,4680.0,SF,True,False,0,ShADdaFf,12,3081,11,5132,ssl
1743001097.73769,CbiLkE3TIKlQkvaBAi,10.3.26.44,63960,23.198.7.176,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.bing.com,False,,False,Cs,nan,nan,,0acb3a78f8c9486823c8d5f8b7297800,15af977ce25de452b96affa2addb1036,1743001097.73769,10.3.26.44,63960,23.198.7.176,443,udp,0.178029060363769,5077.0,80339.0,SF,True,False,0,Dd,40,6197,73,82383,"ssl,quic"
1743001097.666426,CiB4XpwbPW9shwLM8,10.3.26.44,51557,23.55.178.243,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,img-s-msn-com.akamaized.net,False,,False,Cs,nan,nan,,fc2b353d52a741568634748a3325d16c,15af977ce25de452b96affa2addb1036,1743001097.666182,10.3.26.44,51557,23.55.178.243,443,udp,2.258522987365722,10913.0,219493.0,SF,True,False,0,Dd,90,13433,222,225709,"ssl,quic"
1743001098.840345,CJZ9N52PrruLhgCbve,10.3.26.44,52351,23.53.127.100,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,assets.msn.com,True,,False,Cs,nan,nan,,7fdd076289418a7876b513ce640d3cbd,2253c82f03b621c5144709b393fde2c9,1743001098.840106,10.3.26.44,52351,23.53.127.100,443,udp,0.205013990402221,6205.0,24493.0,SF,True,False,0,Dd,21,6793,34,25445,"ssl,quic"
1743001097.905248,CTz2MM72Hz6R4SVz,10.3.26.44,52788,23.53.127.100,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,assets.msn.com,False,,False,Cs,nan,nan,,5bc104d201c7c7a6d4caa885be0845be,15af977ce25de452b96affa2addb1036,1743001097.905248,10.3.26.44,52788,23.53.127.100,443,udp,0.152834177017211,3619.0,6762.0,SF,True,False,0,Dd,11,3927,14,7154,"ssl,quic"
1750979014.497508,Cc8iic1tlhF0RzKUy6,10.6.26.101,50856,172.67.140.41,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,x25519,gohhs.com,False,,True,CsxknGIti,"['6a466da94d902111ae1f5bbddb04d34cad9e59e1c9174db2011fccd19b27b15f', '1dfc1605fbad358d8bc844f76d15203fac9ca5c1a79fd4857ffaf2864fbebf96', '76b27b80a58027dc3cf1da68dac17010ed93997d0b603e2fadbe85012493b5a7']",[],1.0,6a5d235ee78c6aede6a61448b4e9ff1e,466556e923186364e82cbdb4cad8df2c,1750979014.219604,10.6.26.101,50856,172.67.140.41,443,tcp,146.04253792762756,987.0,3647.0,SF,True,False,0,ShADadFf,9,1359,10,4051,ssl
1750979015.275324,CiUX6hz7Y2LtQym4j,10.6.26.101,50859,172.67.198.146,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,x25519,media.cloud839v3.cyou,False,,True,CsxknGIti,"['741f5b4a7c84b9da99b0c0358db23dfdbb61d533a70d47e5f2db4ecbb7f8e554', '1dfc1605fbad358d8bc844f76d15203fac9ca5c1a79fd4857ffaf2864fbebf96', '76b27b80a58027dc3cf1da68dac17010ed93997d0b603e2fadbe85012493b5a7']",[],1.0,6a5d235ee78c6aede6a61448b4e9ff1e,466556e923186364e82cbdb4cad8df2c,1750979015.08936,10.6.26.101,50859,172.67.198.146,443,tcp,145.1768250465393,152177.0,15502.0,SF,True,False,0,ShADadFf,121,157029,132,20786,ssl
1750979037.754139,Cpwnbu4hYbHJ111Cth,10.6.26.101,50866,172.67.198.146,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,media.cloud839v3.cyou,True,,True,CsiI,nan,nan,,6a5d235ee78c6aede6a61448b4e9ff1e,b31c0b82752ea0e2c48b8ce46e9263e5,1750979037.713761,10.6.26.101,50866,172.67.198.146,443,tcp,122.55242395401001,1108.0,26273.0,SF,True,False,0,ShADadFf,10,1520,26,27317,ssl
1750979037.754204,ChhHys4YoG01IN7bej,10.6.26.101,50867,172.67.198.146,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,media.cloud839v3.cyou,True,,True,CsiI,nan,nan,,6a5d235ee78c6aede6a61448b4e9ff1e,b31c0b82752ea0e2c48b8ce46e9263e5,1750979037.71487,10.6.26.101,50867,172.67.198.146,443,tcp,122.55131602287292,1156.0,4061.0,SF,True,False,0,ShADadFf,9,1528,10,4465,ssl
1750979037.794928,C2sBIV27VGdMk42Ue5,10.6.26.101,50868,104.17.25.14,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,x25519,cdnjs.cloudflare.com,False,,True,CsxknGIti,"['92b0f4515ce93a0319f4503649faa1011df0a191f7a353e619aac4fa3dc4316e', '1dfc1605fbad358d8bc844f76d15203fac9ca5c1a79fd4857ffaf2864fbebf96', '76b27b80a58027dc3cf1da68dac17010ed93997d0b603e2fadbe85012493b5a7']",[],1.0,6a5d235ee78c6aede6a61448b4e9ff1e,466556e923186364e82cbdb4cad8df2c,1750979037.743769,10.6.26.101,50868,104.17.25.14,443,tcp,122.53714609146118,943.0,19222.0,SF,True,False,0,ShADadFf,10,1355,21,20066,ssl
1750979038.068141,Cq1DmY17vyZBo27Nk2,10.6.26.101,50871,104.17.25.14,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,cdnjs.cloudflare.com,True,,True,CsiI,nan,nan,,6a5d235ee78c6aede6a61448b4e9ff1e,b31c0b82752ea0e2c48b8ce46e9263e5,1750979038.025345,10.6.26.101,50871,104.17.25.14,443,tcp,122.2493109703064,1140.0,127897.0,SF,True,False,0,ShADadFf,10,1552,95,131701,ssl
1750979038.268469,CvUlBj2cYZ3wj5TYM7,10.6.26.101,50872,104.21.60.237,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,x25519,arch.kot3jsd.my,False,,True,CsxknGIti,"['789ad944da312fe2eaad9efb8edd910927f3a3c53d63aaa48e2c2648b2423e55', '1dfc1605fbad358d8bc844f76d15203fac9ca5c1a79fd4857ffaf2864fbebf96', '76b27b80a58027dc3cf1da68dac17010ed93997d0b603e2fadbe85012493b5a7']",[],1.0,6a5d235ee78c6aede6a61448b4e9ff1e,466556e923186364e82cbdb4cad8df2c,1750979038.059641,10.6.26.101,50872,104.21.60.237,443,tcp,122.21030402183533,952.0,16762885.0,SF,True,False,0,ShADadFf,491,20604,11732,17232169,ssl
1750979069.567589,CdZ5qn4LfA5rLOugnf,10.6.26.101,50880,23.199.47.76,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,secp256r1,www.bing.com,False,,True,CsxknGIti,"['26b332ad8e97a141f0b6b19c22ac67cba638930998f6ac092a673f0d3c4e73f6', '7a3ae4f12920d5a8129be1183fbec4370ef10b8b3ad41eae4a58d5385aa94d33']",[],1.0,6a5d235ee78c6aede6a61448b4e9ff1e,4b7d5f58af981be54baeda917533e5d8,1750979069.499772,10.6.26.101,50880,23.199.47.76,443,tcp,120.97215390205383,1209.0,4726.0,SF,True,False,0,ShADadFfR,10,1621,12,5210,ssl
1750979077.042864,CTSX9AOJ9LMbEVhE6,10.6.26.101,50882,157.240.24.35,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,www.facebook.com,True,,True,CsiI,nan,nan,,6a5d235ee78c6aede6a61448b4e9ff1e,4ce0442e9d20d092d9d74e9ce54b363a,1750979077.010035,10.6.26.101,50882,157.240.24.35,443,tcp,67.24697303771973,5313.0,6392.0,RSTO,True,False,0,ShADadfR,13,5845,16,7036,ssl
1750979125.080391,CVjIqG4kkBRLBzjIX9,10.6.26.101,50891,52.123.128.14,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,ecs.office.com,False,,True,CsiI,nan,nan,,6634ba84945fce7cc2d7864edc49b103,15af977ce25de452b96affa2addb1036,1750979125.037636,10.6.26.101,50891,52.123.128.14,443,tcp,64.51522302627563,1590.0,7383.0,RSTR,True,False,0,ShADadr,9,1962,12,7867,ssl
1750979178.844663,CuUSOA3tP6UeBMyc33,10.6.26.101,50903,23.47.51.83,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,secp256r1,windows.msn.com,False,,True,CsxknGIti,"['f72026e8cf1febaaeb59e1f0cb2ddf2a6b5e752656dbac32e3ed93ae3ebdd70a', '89aade767b7ba43f8dde8e9e74a2fcbbea40d57155f7e1f2259c88835601faed']",[],1.0,6a5d235ee78c6aede6a61448b4e9ff1e,4b7d5f58af981be54baeda917533e5d8,1750979178.812546,10.6.26.101,50903,23.47.51.83,443,tcp,133.18545794487,739.0,4033.0,SF,True,False,0,ShADadFfR,9,1111,10,4437,ssl
1750979190.75967,C49qe8do2uaby5vj9,10.6.26.101,50906,144.172.115.212,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,genhqq.xyz,False,,True,CsiI,nan,nan,,2800f914a7a4ba98aa9df62d316a460c,15af977ce25de452b96affa2addb1036,1750979190.687355,10.6.26.101,50906,144.172.115.212,443,tcp,9.516440868377686,1849.0,36129.0,RSTO,True,False,0,ShADadR,13,2381,36,37573,ssl
1750979193.134209,C05k0QTCdlhs8S9Be,10.6.26.101,50909,142.251.116.94,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,x25519,clientservices.googleapis.com,False,,True,CsxknGIti,"['db73f6973840884b807f355555030ebf7848c2304983ab64a5a3fcb761dafaa9', '9c3f2fd11c57d7c649ad5a0932c0f0d29756f6a0a1c74c43e1e89a62d64cd320', '76b27b80a58027dc3cf1da68dac17010ed93997d0b603e2fadbe85012493b5a7']",[],1.0,6a5d235ee78c6aede6a61448b4e9ff1e,84aaf6d03fc8c5bfb56d1d188735b268,1750979193.09233,10.6.26.101,50909,142.251.116.94,443,tcp,0.19331097602844202,278.0,3396.0,SF,True,False,0,ShADadFf,7,570,9,3760,ssl
1750979193.154284,C56VWh1HVFgWCZ3vh7,10.6.26.101,50912,142.250.113.84,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,x25519,accounts.google.com,False,,True,CsxknGIti,"['23b12298baaadea97a97b8622d9164114f020e44366928cf6e6726d80b1b2dfa', '9c3f2fd11c57d7c649ad5a0932c0f0d29756f6a0a1c74c43e1e89a62d64cd320', '76b27b80a58027dc3cf1da68dac17010ed93997d0b603e2fadbe85012493b5a7']",[],1.0,6a5d235ee78c6aede6a61448b4e9ff1e,84aaf6d03fc8c5bfb56d1d188735b268,1750979193.109491,10.6.26.101,50912,142.250.113.84,443,tcp,0.212232828140258,268.0,3035.0,SF,True,False,0,ShADadFf,7,560,8,3359,ssl
1750979193.247286,CfpIiJDFSgvoLKCcd,10.6.26.101,50916,142.251.116.94,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,clientservices.googleapis.com,True,,True,CsiI,nan,nan,,6a5d235ee78c6aede6a61448b4e9ff1e,b31c0b82752ea0e2c48b8ce46e9263e5,1750979193.188775,10.6.26.101,50916,142.251.116.94,443,tcp,118.80928683280945,969.0,47339.0,SF,True,False,0,ShADadFf,20,1781,43,49063,ssl
1750979193.27352,CawIEW3NDFmPORoovl,10.6.26.101,50915,142.250.113.84,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,accounts.google.com,True,,True,CsiI,nan,nan,,6a5d235ee78c6aede6a61448b4e9ff1e,b31c0b82752ea0e2c48b8ce46e9263e5,1750979193.188382,10.6.26.101,50915,142.250.113.84,443,tcp,118.80968117713928,1358.0,2536.0,SF,True,False,0,ShADadFf,9,1730,10,2940,ssl
1750979193.422819,CblhhZ1feQ3eplv9b9,10.6.26.101,50918,142.250.114.106,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,x25519,www.google.com,False,,True,CsxknGIti,"['510a421d55b6f6b0f4ac1006cc1341d35d4ebda372122ce2f7cdc6edc1ff3791', '9c3f2fd11c57d7c649ad5a0932c0f0d29756f6a0a1c74c43e1e89a62d64cd320', '76b27b80a58027dc3cf1da68dac17010ed93997d0b603e2fadbe85012493b5a7']",[],1.0,6a5d235ee78c6aede6a61448b4e9ff1e,84aaf6d03fc8c5bfb56d1d188735b268,1750979193.378017,10.6.26.101,50918,142.250.114.106,443,tcp,0.173347949981689,263.0,3004.0,SF,True,False,0,ShADadFf,7,555,8,3328,ssl
1750979193.44358,CT3k3I1CuudqgDXrjk,10.6.26.101,50920,142.250.114.106,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,x25519,www.google.com,False,,True,CsxknGIti,"['510a421d55b6f6b0f4ac1006cc1341d35d4ebda372122ce2f7cdc6edc1ff3791', '9c3f2fd11c57d7c649ad5a0932c0f0d29756f6a0a1c74c43e1e89a62d64cd320', '76b27b80a58027dc3cf1da68dac17010ed93997d0b603e2fadbe85012493b5a7']",[],1.0,6a5d235ee78c6aede6a61448b4e9ff1e,84aaf6d03fc8c5bfb56d1d188735b268,1750979193.394919,10.6.26.101,50920,142.250.114.106,443,tcp,0.18918418884277302,263.0,3005.0,SF,True,False,0,ShADadFf,7,555,8,3329,ssl
1750979193.448885,CEvESg376MKjccrhS8,10.6.26.101,50922,142.250.114.106,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,x25519,www.google.com,False,,True,CsxknGIti,"['510a421d55b6f6b0f4ac1006cc1341d35d4ebda372122ce2f7cdc6edc1ff3791', '9c3f2fd11c57d7c649ad5a0932c0f0d29756f6a0a1c74c43e1e89a62d64cd320', '76b27b80a58027dc3cf1da68dac17010ed93997d0b603e2fadbe85012493b5a7']",[],1.0,6a5d235ee78c6aede6a61448b4e9ff1e,84aaf6d03fc8c5bfb56d1d188735b268,1750979193.411252,10.6.26.101,50922,142.250.114.106,443,tcp,0.173032999038696,263.0,3006.0,SF,True,False,0,ShADadFf,7,555,8,3330,ssl
1750979193.51121,CD2K8V1PoNaihCg7ei,10.6.26.101,50928,142.250.114.106,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,www.google.com,True,,True,CsiI,nan,nan,,6a5d235ee78c6aede6a61448b4e9ff1e,b31c0b82752ea0e2c48b8ce46e9263e5,1750979193.472456,10.6.26.101,50928,142.250.114.106,443,tcp,118.52554893493652,1396.0,1959.0,SF,True,False,0,ShADadFf,8,1728,9,2323,ssl
1750979193.51653,CSBWMUGg6IM3XIVL3,10.6.26.101,50929,142.250.114.106,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,www.google.com,True,,True,CsiI,nan,nan,,6a5d235ee78c6aede6a61448b4e9ff1e,b31c0b82752ea0e2c48b8ce46e9263e5,1750979193.472992,10.6.26.101,50929,142.250.114.106,443,tcp,118.5250129699707,826.0,1098.0,SF,True,False,0,ShADadFf,8,1158,8,1422,ssl
1750979193.51651,CytFF82a60v5YcNQb9,10.6.26.101,50930,142.250.114.106,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,www.google.com,True,,True,CsiI,nan,nan,,6a5d235ee78c6aede6a61448b4e9ff1e,b31c0b82752ea0e2c48b8ce46e9263e5,1750979193.473008,10.6.26.101,50930,142.250.114.106,443,tcp,118.53285717964172,1235.0,39234.0,SF,True,False,0,ShADadFf,15,1847,36,40678,ssl
1750979193.868092,CE8oni1tlXs04yVLQ1,10.6.26.101,50933,142.250.114.94,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,x25519,www.gstatic.com,False,,True,CsxknGIti,"['e93f498544ace355d7f1ffd206f2bf248229cfad7e3fda3669589eefbe7b1e74', '9c3f2fd11c57d7c649ad5a0932c0f0d29756f6a0a1c74c43e1e89a62d64cd320', '76b27b80a58027dc3cf1da68dac17010ed93997d0b603e2fadbe85012493b5a7']",[],1.0,6a5d235ee78c6aede6a61448b4e9ff1e,84aaf6d03fc8c5bfb56d1d188735b268,1750979193.825642,10.6.26.101,50933,142.250.114.94,443,tcp,118.17237186431885,1141.0,5316.0,SF,True,False,0,ShADadFf,9,1513,12,5800,ssl
1750979193.868044,CCWDM72gWWqnO8u64d,10.6.26.101,50934,142.250.114.94,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,x25519,www.gstatic.com,False,,True,CsxknGIti,"['e93f498544ace355d7f1ffd206f2bf248229cfad7e3fda3669589eefbe7b1e74', '9c3f2fd11c57d7c649ad5a0932c0f0d29756f6a0a1c74c43e1e89a62d64cd320', '76b27b80a58027dc3cf1da68dac17010ed93997d0b603e2fadbe85012493b5a7']",[],1.0,6a5d235ee78c6aede6a61448b4e9ff1e,84aaf6d03fc8c5bfb56d1d188735b268,1750979193.825674,10.6.26.101,50934,142.250.114.94,443,tcp,118.17233991622925,1157.0,75042.0,SF,True,False,0,ShADadFf,28,2289,62,77526,ssl
1750979194.178576,CRrjnn2BEh6f2dIPNi,10.6.26.101,50937,142.250.138.95,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,x25519,ogads-pa.clients6.google.com,False,,True,CsxknGIti,"['8fd61bb5520fb74351b038f0b8f7fa2508edc285a4016d1552bf0a65fcc697bb', '9c3f2fd11c57d7c649ad5a0932c0f0d29756f6a0a1c74c43e1e89a62d64cd320', '76b27b80a58027dc3cf1da68dac17010ed93997d0b603e2fadbe85012493b5a7']",[],1.0,6a5d235ee78c6aede6a61448b4e9ff1e,84aaf6d03fc8c5bfb56d1d188735b268,1750979194.136716,10.6.26.101,50937,142.250.138.95,443,tcp,117.86913108825684,887.0,9164.0,SF,True,False,0,ShADadFf,10,1299,14,9728,ssl
1750979194.190394,CINqLg2kBqlkyi9tKg,10.6.26.101,50938,142.251.186.113,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,x25519,apis.google.com,False,,True,CsxknGIti,"['66217ccb78a237a423912c2e0213cd5615866cb368781a73613af4de975486e1', '9c3f2fd11c57d7c649ad5a0932c0f0d29756f6a0a1c74c43e1e89a62d64cd320', '76b27b80a58027dc3cf1da68dac17010ed93997d0b603e2fadbe85012493b5a7']",[],1.0,6a5d235ee78c6aede6a61448b4e9ff1e,84aaf6d03fc8c5bfb56d1d188735b268,1750979194.15609,10.6.26.101,50938,142.251.186.113,443,tcp,117.84977602958679,1383.0,44124.0,SF,True,False,0,ShADadFf,16,2035,40,45728,ssl
1750979194.369446,Cum0Lw2z7Hxz8EdkXk,10.6.26.101,50940,142.250.138.95,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,ogads-pa.clients6.google.com,True,,True,CsiI,nan,nan,,6a5d235ee78c6aede6a61448b4e9ff1e,b31c0b82752ea0e2c48b8ce46e9263e5,1750979194.329965,10.6.26.101,50940,142.250.138.95,443,tcp,117.66809797286987,1803.0,970.0,SF,True,False,0,ShADadFf,9,2175,9,1334,ssl
1750979195.209465,CAFtmW2PzmBOhCmNTh,10.6.26.101,50942,173.194.208.101,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,x25519,play.google.com,False,,True,CsxknGIti,"['342a0e4cb556506f9f278a70ddc2bfa77bc0f35f54ec1872235f7171d5602178', '9c3f2fd11c57d7c649ad5a0932c0f0d29756f6a0a1c74c43e1e89a62d64cd320', '76b27b80a58027dc3cf1da68dac17010ed93997d0b603e2fadbe85012493b5a7']",[],1.0,6a5d235ee78c6aede6a61448b4e9ff1e,84aaf6d03fc8c5bfb56d1d188735b268,1750979195.17306,10.6.26.101,50942,173.194.208.101,443,tcp,116.83280611038208,805.0,6518.0,SF,True,False,0,ShADadFf,9,1177,12,7002,ssl
1750979195.409618,CLbygf2Wy3MG1GxPRd,10.6.26.101,50944,173.194.208.101,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,play.google.com,True,,True,CsiI,nan,nan,,6a5d235ee78c6aede6a61448b4e9ff1e,b31c0b82752ea0e2c48b8ce46e9263e5,1750979195.376127,10.6.26.101,50944,173.194.208.101,443,tcp,116.62971997261047,1946.0,1441.0,SF,True,False,0,ShADadFf,9,2318,10,1845,ssl
1750979196.228248,CYTbwM3XiCzR0vRard,10.6.26.101,50946,142.250.113.94,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,x25519,update.googleapis.com,False,,True,CsxknGIti,"['db73f6973840884b807f355555030ebf7848c2304983ab64a5a3fcb761dafaa9', '9c3f2fd11c57d7c649ad5a0932c0f0d29756f6a0a1c74c43e1e89a62d64cd320', '76b27b80a58027dc3cf1da68dac17010ed93997d0b603e2fadbe85012493b5a7']",[],1.0,6a5d235ee78c6aede6a61448b4e9ff1e,84aaf6d03fc8c5bfb56d1d188735b268,1750979196.186691,10.6.26.101,50946,142.250.113.94,443,tcp,115.82476806640625,1800.0,4922.0,SF,True,False,0,ShADadFf,10,2212,13,5446,ssl
1750979200.8103,COqaVD2GGxrtizZ942,10.6.26.101,50948,144.172.115.212,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,genhqq.xyz,False,,True,CsiI,nan,nan,,2800f914a7a4ba98aa9df62d316a460c,15af977ce25de452b96affa2addb1036,1750979200.732151,10.6.26.101,50948,144.172.115.212,443,tcp,3.777981996536255,810942.0,2308.0,RSTO,True,False,0,ShADadwwR,561,833394,654,28472,ssl
1750979206.008189,CkeOaPcK4zeun1C86,10.6.26.101,50950,144.172.115.212,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,genhqq.xyz,False,,True,CsiI,nan,nan,,2800f914a7a4ba98aa9df62d316a460c,15af977ce25de452b96affa2addb1036,1750979205.938129,10.6.26.101,50950,144.172.115.212,443,tcp,0.7163400650024411,1446.0,2308.0,RSTO,True,False,0,ShADadR,9,1818,9,2672,ssl
1750979207.353558,CLPTzu3Y7Lyj1dGmy5,10.6.26.101,50951,144.172.115.212,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,genhqq.xyz,False,,True,CsiI,nan,nan,,2800f914a7a4ba98aa9df62d316a460c,15af977ce25de452b96affa2addb1036,1750979207.269079,10.6.26.101,50951,144.172.115.212,443,tcp,4.100461006164551,1078706.0,2308.0,RSTO,True,False,0,ShADadwwR,746,1108558,854,36472,ssl
1750979212.649454,CvKEiP3t3hj4ToOky2,10.6.26.101,50953,144.172.115.212,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,genhqq.xyz,False,,True,CsiI,nan,nan,,2800f914a7a4ba98aa9df62d316a460c,15af977ce25de452b96affa2addb1036,1750979212.590571,10.6.26.101,50953,144.172.115.212,443,tcp,1.33359408378601,71571.0,2308.0,RSTO,True,False,0,ShADadR,56,73823,56,4552,ssl
