ja3_int,ja3s_int,sni_len,sni_entropy,sni_is_ip,ja3_freq,sni_freq,ja3_reuse_cnt,iat_mean,iat_std,iat_cv,iat_cnt
141459,146116,12,2.8553885422075336,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,25868,12,3.0220552088742,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,25868,12,3.0220552088742,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,25868,12,3.0220552088742,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,25868,12,3.0220552088742,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,25868,12,3.0220552088742,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,25868,12,3.0220552088742,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,55092,14,2.8423709931771093,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,150321,12,2.6887218755408666,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,150321,12,2.6887218755408666,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,261034,24,3.2720552088742005,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,55092,26,3.584303179346712,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,55092,26,3.584303179346712,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,25868,16,3.202819531114783,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,25868,16,3.202819531114783,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,25868,16,3.202819531114783,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,25868,16,3.202819531114783,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,25868,16,3.202819531114783,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,25868,16,3.202819531114783,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
