duration,orig_bytes,resp_bytes,byte_ratio,orig_pkts,resp_pkts,ja3_int,ja3s_int,tls_version_int,cipher_count,ext_count,sni_len,sni_entropy,sni_is_ip,sni_rarity,ja3_rarity,cert_cnt
-0.05335856356709288,-0.2810451851175046,-0.1603365430189286,-0.09435744081452428,-0.28237543342074134,-0.21705058964732696,-0.16207730393156441,-0.39455017540637083,13.342188452912893,0.0,0.0,0.8293049278755242,0.9626053073755177,0.0,-0.7030796575340517,101.21572629137208,0.0
0.0986388512826895,-0.22120641376205755,1.2586555868553735,-0.10115800700535003,1.1515583922173525,1.8631064795296002,-0.5727785544999355,1.1090851232528824,0.007624761180052946,0.0,0.0,0.8293049278755242,0.7122408690223765,0.0,3.8287755904142062,-0.016518281699773502,0.0
1.1909388613454248,9.057142984733467,1.5919112578905,-0.09826510430695021,2.8515830308604535,2.4219546473681777,-0.5727785544999355,1.1122583299917153,0.007624761180052946,0.0,0.0,0.6629015520640474,0.7705563221838536,0.0,-0.4751617912629699,-0.016518281699773502,0.0
-0.22009080070467008,-0.3781788186200674,-0.15936675740610692,-0.09736448654377837,-0.28237543342074134,-0.21187606957474753,-0.5727785544999355,1.1122583299917153,0.007624761180052946,0.0,0.0,1.661321806932908,1.2969387282617857,0.0,-0.20616570490814615,-0.016518281699773502,0.0
-0.04279242396948238,0.5505745767898244,-0.12561548628945426,-0.09023110426523608,-0.11976438102879254,-0.12390922834089738,-0.5727785544999355,-0.8059916131875083,0.007624761180052946,0.0,0.0,0.6629015520640474,0.671949199314831,0.0,1.5230948502300048,-0.016518281699773502,0.0
0.09972495008630335,-0.30052757579137107,0.13082223704836143,-0.10087996901602633,0.08719514019732408,0.20726005630418554,-0.5727785544999355,1.1090851232528824,0.007624761180052946,0.0,0.0,2.6597420618017686,1.2740875937810654,0.0,0.3702544801379042,-0.016518281699773502,0.0
0.09816545107517138,-0.3027541347255272,-0.09704551107604602,-0.0998079426754199,-0.06063308924990208,-0.061814987469944335,-0.5727785544999355,1.1090851232528824,0.007624761180052946,0.0,0.0,2.6597420618017686,1.2740875937810654,0.0,0.3702544801379042,-0.016518281699773502,0.0
-0.17486315061779648,-0.03055730502493561,0.16231978103662573,-0.10047681817352261,0.013281025473711001,0.2227836165219238,-0.5727785544999355,-0.6211091703496516,0.007624761180052946,0.0,0.0,-1.167535581862197,-0.6009487755975168,0.0,-0.3633712099207054,-0.016518281699773502,0.0
0.02400442286984418,7.488810535487215,0.6849204017450603,-0.09611820359570983,0.9741645168806811,1.0041361474814163,1.74600893926153,1.521973755739178,0.007624761180052946,0.0,0.0,-1.167535581862197,-0.6009487755975168,0.0,-0.3633712099207054,0.010360654690786387,0.0
-0.17719121344210093,-0.2682424712461066,-0.05294075412110006,-0.10016677770811984,-0.22324414164185086,-0.08251306776026202,1.74600893926153,1.521973755739178,0.007624761180052946,0.0,0.0,-1.167535581862197,-0.6009487755975168,0.0,-0.3633712099207054,0.010360654690786387,0.0
