duration,orig_bytes,resp_bytes,byte_ratio,orig_pkts,resp_pkts,ja3_int,ja3s_int,tls_version_int,cipher_count,ext_count,sni_len,sni_entropy,sni_is_ip,sni_rarity,ja3_rarity,cert_cnt,label
2.8053587024543223,-0.05947758223661066,-0.020382391148662703,-0.10049015170555434,-0.0890923198152992,-0.020181273013651302,-1.6597392302901286,-0.6062850852203032,-1.8383724194132516,0.0,0.0,-1.5084194005183802,-1.8130769429258236,0.0,-0.3590879557338145,-0.1620402065584038,0.0,1
-0.3337105586274575,-0.05947758223661066,-0.02124139971148506,-0.10049015170555434,-0.0890923198152992,-0.03717435123841614,-1.6597392302901286,-1.9279581168246118,-1.8383724194132516,0.0,0.0,-1.5084194005183802,-1.8130769429258236,0.0,-0.3590879557338145,-0.1620402065584038,0.0,1
-0.34900438512173027,-0.05947758223661066,-0.0081731492887031,-0.10049015170555434,-0.0890923198152992,-0.03717435123841614,-1.6597392302901286,-2.2350890036013844,-1.8383724194132516,0.0,0.0,-1.5084194005183802,-1.8130769429258236,0.0,-0.3590879557338145,-0.1620402065584038,0.0,1
2.8054320313294063,-0.05947758223661066,-0.020382391148662703,-0.10049015170555434,-0.0890923198152992,-0.024429542569842512,-1.6597392302901286,-0.6062850852203032,-1.8383724194132516,0.0,0.0,-1.5084194005183802,-1.8130769429258236,0.0,-0.3590879557338145,-0.1620402065584038,0.0,1
-0.34621480201104166,-0.05884258048379681,-0.02557972590279331,-0.09778978017926986,-0.06559528277794097,-0.05841569901937219,0.18162247610761867,0.5934547137214662,0.5432778624999286,0.0,0.0,1.0147164690721606,0.6240125616733148,0.0,-0.24125977007845895,-0.17242005312230632,0.0,1
-0.3521971020741321,-0.05888793775185494,-0.02575951839268636,-0.09791939080192665,-0.06559528277794097,-0.05841569901937219,0.18162247610761867,0.5934547137214662,0.5432778624999286,0.0,0.0,-0.44093884030699754,0.012739230300513417,0.0,-0.2983412428337612,-0.17242005312230632,0.0,1
-0.35406986746194014,-0.05883048521231464,-0.025556419468918287,-0.09774709630317234,-0.06559528277794097,-0.05841569901937219,0.18162247610761867,0.5934547137214662,0.5432778624999286,0.0,0.0,1.4028912182399362,0.7158522711189071,0.0,-0.35596492470418833,-0.17242005312230632,0.0,1
-0.35331116015521385,-0.05883048521231464,-0.025556419468918287,-0.09774709630317234,-0.06559528277794097,-0.05841569901937219,0.18162247610761867,0.5934547137214662,0.5432778624999286,0.0,0.0,1.4028912182399362,0.7158522711189071,0.0,-0.35596492470418833,-0.17242005312230632,0.0,1
4.0919246641561005,-0.047125286235445873,0.1617474011129981,-0.09851865350210408,0.024476692531932267,0.14974950923399713,0.18162247610761867,0.5934547137214662,0.5432778624999286,0.0,0.0,-0.44093884030699754,0.012739230300513417,0.0,-0.2983412428337612,-0.17242005312230632,0.0,1
3.9214281897815244,-0.04376280076340298,0.002840805462523069,-0.08682564861067643,-0.0029365173449856755,0.0223014225482608,0.43067421055324456,0.5934547137214662,0.5432778624999286,0.0,0.0,-0.44093884030699754,0.012739230300513417,0.0,-0.2983412428337612,0.013338997016577066,0.0,1
